story_id,title,description,genre,author,avg_reading_minutes,quality,publish_days_ago
S00688,Unspoken II,"When a single mother is drawn into an apology thirty years late, they must confront what it truly costs. Nothing will ever be the same again.",Drama,Arjun Bose,20.9,0.8784761075036897,277
S00689,Karna's Vow Reborn,"Haunted by a river goddess in mortal form is drawn into a forgotten vow binding the gods, they must confront what it truly costs. Some doors, once opened, never close.",Mythology,Sara Gupta,9.0,0.8571008951275043,631
S00690,The Shadow Mage II,"Against an orphaned thief with strange powers is drawn into a forbidden spell, they must confront what it truly costs. But every secret has its price.",Fantasy,Naina Chatterjee,14.1,0.8224797268974108,391
S00691,The Arranged Truth: Legacy,"Against a shy librarian is drawn into a friendship turning into love, they must confront what it truly costs. And time is running out.",Romance,Zoya Sharma,33.7,0.47477775848699694,402
S00692,The Glass Alibi: Origins,"Driven by a librarian who notices everything is drawn into a disappearance nobody reported, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Naina Reddy,30.8,0.3310597795706199,361
S00693,Children of the Dyson Ring,"Haunted by a disgraced astrophysicist is drawn into first contact gone wrong, they must confront what it truly costs. And time is running out.",Science Fiction,Marcus Fernandes,19.0,0.7526171921095216,102
S00694,Whispers in the Walls: Legacy,"Driven by a grieving father is drawn into a house that remembers its dead, they must confront what it truly costs. And time is running out.",Horror,Ishita Bose,15.3,0.21151506070537307,149
S00695,The Silk Route II,"After a young cartographer is drawn into a family divided by partition, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Vani Joshi,4.1,0.8520658650386395,492
S00696,Blackout Protocol: The Reckoning,"Against an ex-intelligence officer is drawn into a hostage swap going sideways, they must confront what it truly costs. Some doors, once opened, never close.",Thriller,Sara Fernandes,5.0,0.706173044336749,466
S00697,Peak of No Return,"After a treasure-hunting historian is drawn into a desert crossing against time, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Adventure,Elena Iyer,31.1,0.590392528002868,116
S00698,The Family Table: Origins,"Against a single mother is drawn into a family secret surfacing at a funeral, they must confront what it truly costs. What follows changes everything.",Drama,Sara Reddy,39.9,0.5433114046637137,507
S00699,Ashwatthama's Burden Reborn,"After a storyteller who remembers past lives is drawn into a curse traded between generations, they must confront what it truly costs. But every secret has its price.",Mythology,Elena Rao,24.1,0.47789702180859406,57
S00700,The Forgotten Realm Reborn,"Against an orphaned thief with strange powers is drawn into a cursed bloodline, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Fantasy,Zoya Singh,31.6,0.6388257684994714,52
S00701,Second Chance Summer,"Haunted by a struggling musician is drawn into an arranged match that becomes real, they must confront what it truly costs. But every secret has its price.",Romance,Marcus Gupta,24.4,0.4109244101972615,170
S00702,The Silent Witness,"When an amateur sleuth is drawn into a disappearance nobody reported, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Mystery,Marcus Nair,11.5,0.42543274861287145,10
S00703,Quantum Drift,"Against a quantum engineer is drawn into an AI questioning its purpose, they must confront what it truly costs. What follows changes everything.",Science Fiction,Sofia Bose,32.7,0.3321497860922664,469
S00704,What the Forest Keeps,"Driven by a rural schoolteacher is drawn into something living under the floor, they must confront what it truly costs. Nothing will ever be the same again.",Horror,Ishita Singh,39.4,0.7349190970067063,53
S00705,The Spice Merchant's Wife Reborn,"After a merchant's daughter is drawn into a love story against the freedom struggle, they must confront what it truly costs. What follows changes everything.",Historical Fiction,Kabir Tanaka,26.5,0.4652360027934078,98
S00706,The Hostage Negotiator,"Haunted by a cyber-crime analyst is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Thriller,Rahul Okafor,40.9,0.2870132167462323,457
S00707,The Jungle Codex Reborn,"After a wildlife photographer is drawn into an expedition that never returned, they must confront what it truly costs. And time is running out.",Adventure,Rohan Mehta,15.2,0.7870656497341308,191
S00708,The Long Way Home,"Driven by a first-generation doctor is drawn into two brothers and one farm, they must confront what it truly costs. What follows changes everything.",Drama,Sofia Iyer,18.0,0.7635456242903665,124
S00709,Daughter of the Ocean: Origins,"After a river goddess in mortal form is drawn into a sage's prophecy misread, they must confront what it truly costs. Nothing will ever be the same again.",Mythology,Aarav Sharma,5.6,0.6541286175271911,341
S00710,The Moonlit Crown: Legacy,"After an orphaned thief with strange powers is drawn into a hidden portal, they must confront what it truly costs. But every secret has its price.",Fantasy,Rahul Reddy,23.0,0.4259771661901138,396
S00711,Paper Roses: The Reckoning,"When a small-town teacher is drawn into an arranged match that becomes real, they must confront what it truly costs. What follows changes everything.",Romance,Priya Chatterjee,40.2,0.4525665604799919,626
S00712,Echoes in the Archive,"After an amateur sleuth is drawn into a coded diary left behind, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Elena Rao,22.6,0.8922456920351195,315
S00713,Children of the Dyson Ring: The Reckoning,"Driven by a deep-space salvager is drawn into first contact gone wrong, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Science Fiction,Ananya Bose,15.2,0.7159467006873568,630
S00714,The Hollow Children,"Against a rural schoolteacher is drawn into a ritual that must not be finished, they must confront what it truly costs. But every secret has its price.",Horror,Aarav Alvarez,9.8,0.05,294
S00715,Daughters of the Empire Reborn,"Against a court astronomer is drawn into a love story against the freedom struggle, they must confront what it truly costs. Some doors, once opened, never close.",Historical Fiction,Lin Rao,35.2,0.8955891045474731,34
S00716,Crossfire,"When a cyber-crime analyst is drawn into a double agent's final job, they must confront what it truly costs. But every secret has its price.",Thriller,Kabir Joshi,39.1,0.6652667399453878,4
S00717,The Treasure of Hampi II,"Driven by a treasure-hunting historian is drawn into a jungle hiding a lost city, they must confront what it truly costs. Some doors, once opened, never close.",Adventure,Marcus Nair,31.4,0.6267710716656492,288
S00718,What We Leave Behind: Origins,"Against a retired schoolmistress is drawn into a mother's choice that echoes for decades, they must confront what it truly costs. Some doors, once opened, never close.",Drama,Arjun Singh,22.2,0.29280528485983,632
S00719,Ashwatthama's Burden Reborn,"After a cursed warrior is drawn into a mortal chosen for a divine task, they must confront what it truly costs. Some doors, once opened, never close.",Mythology,Vani Petrov,10.9,0.7362813063614,308
S00720,The Shadow Mage: Legacy,"In a world where a dragon rider is drawn into a war between old gods, they must confront what it truly costs. What follows changes everything.",Fantasy,Vani Mehta,18.1,0.7336688926623525,42
S00721,Second Chance Summer II,"In a world where a small-town teacher is drawn into an arranged match that becomes real, they must confront what it truly costs. But every secret has its price.",Romance,Sara Fernandes,29.1,0.8334702953684086,193
S00722,The Seventh Clue Reborn,"After a forensic accountant is drawn into a murder staged as suicide, they must confront what it truly costs. But every secret has its price.",Mystery,Vani Okafor,20.8,0.48011715348712863,290
S00723,Ghost in the Lattice: The Reckoning,"After a rogue android is drawn into first contact gone wrong, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Science Fiction,Lin Bose,32.0,0.4009227091189404,537
S00724,Don't Open the Cellar: The Reckoning,"Haunted by a skeptical paranormal blogger is drawn into a house that remembers its dead, they must confront what it truly costs. But every secret has its price.",Horror,Aarav Das,35.9,0.502838105457667,397
S00725,The Salt March Diaries: Origins,"In a world where a court astronomer is drawn into a forbidden craft in a royal court, they must confront what it truly costs. What follows changes everything.",Historical Fiction,Naina Bose,8.5,0.38799784181384317,625
S00726,The Informant,"After an ex-intelligence officer is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. And time is running out.",Thriller,Elena Rao,26.3,0.49101909218304624,455
S00727,Peak of No Return: Legacy,"Against a washed-up mountaineer is drawn into a race across a dying glacier, they must confront what it truly costs. But every secret has its price.",Adventure,Sara Gupta,41.8,0.5894191227154619,363
S00728,What We Leave Behind,"Haunted by a single mother is drawn into a mother's choice that echoes for decades, they must confront what it truly costs. What follows changes everything.",Drama,Vani Tanaka,12.8,0.6768312864038565,32
S00729,The Forest Exile: The Reckoning,"When a river goddess in mortal form is drawn into a mortal chosen for a divine task, they must confront what it truly costs. Nothing will ever be the same again.",Mythology,Priya Rao,7.1,0.4299119095883821,5
S00730,The Last Enchanter,"Driven by an orphaned thief with strange powers is drawn into an ancient prophecy, they must confront what it truly costs. What follows changes everything.",Fantasy,Vikram Reddy,44.9,0.7594234176574918,158
S00731,Second Chance Summer: Legacy,"Against a struggling musician is drawn into an arranged match that becomes real, they must confront what it truly costs. Nothing will ever be the same again.",Romance,Ananya Fernandes,9.6,0.519697390496481,539
S00732,The Cartographer's Code,"Driven by a librarian who notices everything is drawn into a murder staged as suicide, they must confront what it truly costs. But every secret has its price.",Mystery,Lin Singh,16.9,0.7438043269663839,719
S00733,Signal from Kepler: The Reckoning,"Against a deep-space salvager is drawn into an AI questioning its purpose, they must confront what it truly costs. What follows changes everything.",Science Fiction,Rahul Tanaka,12.6,0.4831578381051136,315
S00734,Don't Open the Cellar Reborn,"Against a grieving father is drawn into a town that vanishes at night, they must confront what it truly costs. Some doors, once opened, never close.",Horror,Vani Nair,28.4,0.7992886713797931,292
S00735,Letters from 1947,"Driven by a merchant's daughter is drawn into a forbidden craft in a royal court, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Historical Fiction,Sara Bose,21.5,0.5830994712266941,677
S00736,The Informant: Origins,"Against a bomb-disposal expert is drawn into a hostage swap going sideways, they must confront what it truly costs. What follows changes everything.",Thriller,Lin Tanaka,33.3,0.648304617843334,341
S00737,The Jungle Codex: Legacy,"In a world where a teenage stowaway is drawn into a race across a dying glacier, they must confront what it truly costs. But every secret has its price.",Adventure,Priya Menon,21.0,0.6767605349156894,129
S00738,Unspoken: Origins,"When an estranged son is drawn into a will that splits a family, they must confront what it truly costs. But every secret has its price.",Drama,Aarav Alvarez,34.3,0.7563447487921042,487
S00739,The Celestial Wager II,"When a cursed warrior is drawn into a sage's prophecy misread, they must confront what it truly costs. Some doors, once opened, never close.",Mythology,Ishita Menon,40.0,0.5358099342193249,113
S00740,The Forgotten Realm II,"After an orphaned thief with strange powers is drawn into a forbidden spell, they must confront what it truly costs. And time is running out.",Fantasy,Aarav Reddy,9.7,0.5412077999577953,308
S00741,The Wedding Planner's Secret,"After a shy librarian is drawn into a secret admirer's confession, they must confront what it truly costs. And time is running out.",Romance,Zoya Iyer,9.1,0.4593943513890998,580
S00742,Murder at the Haveli II,"Driven by an amateur sleuth is drawn into a witness who lies, they must confront what it truly costs. What follows changes everything.",Mystery,Naina Sharma,15.4,0.5811384023433941,89
S00743,The Terraform Wars: Legacy,"Driven by a rogue android is drawn into a colony ship losing its memory, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Science Fiction,Aditya Rao,16.0,0.28526675469296575,83
S00744,The Night Shift: The Reckoning,"In a world where a rural schoolteacher is drawn into a town that vanishes at night, they must confront what it truly costs. And time is running out.",Horror,Sara Das,32.5,0.4904068365338356,510
S00745,Letters from 1947 Reborn,"After a merchant's daughter is drawn into a forbidden craft in a royal court, they must confront what it truly costs. What follows changes everything.",Historical Fiction,Aditya Reddy,18.9,0.6542024537133644,279
S00746,Forty-Eight Hours: Origins,"In a world where a bomb-disposal expert is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. And time is running out.",Thriller,Zoya Gupta,38.7,0.33034013850335153,78
S00747,The Jungle Codex: The Reckoning,"Against a treasure-hunting historian is drawn into a desert crossing against time, they must confront what it truly costs. But every secret has its price.",Adventure,Meera Singh,22.1,0.557335702852842,202
S00748,The Long Way Home II,"When a retired schoolmistress is drawn into a homecoming that reopens old wounds, they must confront what it truly costs. But every secret has its price.",Drama,Sofia Petrov,40.4,0.5372908168087821,512
S00749,The Churning: Legacy,"After a river goddess in mortal form is drawn into a retelling from the vanquished side, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Mythology,Marcus Khan,27.5,0.6021439829247537,511
S00750,The Moonlit Crown: The Reckoning,"In a world where an exiled princess is drawn into an ancient prophecy, they must confront what it truly costs. But every secret has its price.",Fantasy,Rahul Khan,23.1,0.5826815730729241,655
S00751,Tides of Longing,"Driven by an ambitious chef is drawn into a friendship turning into love, they must confront what it truly costs. And time is running out.",Romance,Zoya Khan,41.7,0.5233045973584082,481
S00752,Echoes in the Archive,"Driven by a forensic accountant is drawn into a murder staged as suicide, they must confront what it truly costs. But every secret has its price.",Mystery,Vikram Gupta,23.4,0.5168516659319345,611
S00753,The Memory Merchants,"Driven by a deep-space salvager is drawn into time dilation tearing a family apart, they must confront what it truly costs. And time is running out.",Science Fiction,Kabir Petrov,29.8,0.530396944352109,545
S00754,The Night Shift: The Reckoning,"Haunted by a grieving father is drawn into a ritual that must not be finished, they must confront what it truly costs. Nothing will ever be the same again.",Horror,Rahul Bose,33.7,0.5734881035637797,380
S00755,Daughters of the Empire II,"When a palace scribe is drawn into a merchant caravan crossing empires, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Vikram Okafor,25.8,0.7364543976492164,708
S00756,The Extraction Reborn,"Driven by an investigative journalist is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. What follows changes everything.",Thriller,Aditya Alvarez,13.3,0.3631805600506021,445
S00757,The Lost Expedition: The Reckoning,"After a wildlife photographer is drawn into a desert crossing against time, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Adventure,Meera Nair,14.0,0.41676202972181736,618
S00758,The Long Way Home,"Driven by a retired schoolmistress is drawn into a homecoming that reopens old wounds, they must confront what it truly costs. Nothing will ever be the same again.",Drama,Vani Joshi,14.0,0.3949519064038295,247
S00759,The Curse of Yayati,"After a river goddess in mortal form is drawn into a forgotten vow binding the gods, they must confront what it truly costs. What follows changes everything.",Mythology,Aarav Okafor,29.7,0.5421583445932957,447
S00760,The Dragon's Heir Reborn,"Against an orphaned thief with strange powers is drawn into a forbidden spell, they must confront what it truly costs. What follows changes everything.",Fantasy,Priya Nair,23.1,0.3361395308939631,553
S00761,Paper Roses,"Against a struggling musician is drawn into a second chance at romance, they must confront what it truly costs. Some doors, once opened, never close.",Romance,Meera Alvarez,10.6,0.6915075585032305,224
S00762,Murder at the Haveli: The Reckoning,"Haunted by a forensic accountant is drawn into a disappearance nobody reported, they must confront what it truly costs. But every secret has its price.",Mystery,Meera Rao,8.2,0.6172251679673261,247
S00763,The Terraform Wars II,"In a world where a quantum engineer is drawn into a colony ship losing its memory, they must confront what it truly costs. What follows changes everything.",Science Fiction,Vikram Reddy,10.9,0.7686544192060563,161
S00764,What the Forest Keeps: Origins,"In a world where a grieving father is drawn into a town that vanishes at night, they must confront what it truly costs. But every secret has its price.",Horror,Sara Alvarez,35.4,0.48690240263008566,675
S00765,The Salt March Diaries: The Reckoning,"Driven by a merchant's daughter is drawn into a rebellion brewing in silence, they must confront what it truly costs. Some doors, once opened, never close.",Historical Fiction,Aditya Menon,20.5,0.812280805749457,505
S00766,The Hostage Negotiator,"Against an ex-intelligence officer is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. Some doors, once opened, never close.",Thriller,Rahul Mehta,15.9,0.5837478457007734,565
S00767,The Treasure of Hampi: Legacy,"In a world where a teenage stowaway is drawn into a race across a dying glacier, they must confront what it truly costs. What follows changes everything.",Adventure,Lin Bose,40.0,0.6046386348650984,604
S00768,Half a Life: Origins,"Driven by a retired schoolmistress is drawn into an apology thirty years late, they must confront what it truly costs. And time is running out.",Drama,Priya Reddy,28.3,0.5076609451445862,80
S00769,The Curse of Yayati,"When a storyteller who remembers past lives is drawn into a sage's prophecy misread, they must confront what it truly costs. Some doors, once opened, never close.",Mythology,Sara Reddy,12.1,0.6184158600855948,443
S00770,The Ember Witch: Legacy,"Against a dragon rider is drawn into a forbidden spell, they must confront what it truly costs. Some doors, once opened, never close.",Fantasy,Ishita Das,10.2,0.7490288881404973,400
S00771,Coffee at Midnight,"Against an ambitious chef is drawn into an arranged match that becomes real, they must confront what it truly costs. What follows changes everything.",Romance,Meera Menon,10.5,0.8692272098124051,598
S00772,The Glass Alibi II,"In a world where a librarian who notices everything is drawn into a disappearance nobody reported, they must confront what it truly costs. What follows changes everything.",Mystery,Rahul Khan,37.5,0.530549020569908,41
S00773,Children of the Dyson Ring: Legacy,"Haunted by a deep-space salvager is drawn into a black-market for memories, they must confront what it truly costs. What follows changes everything.",Science Fiction,Vani Tanaka,10.6,0.5061083392755312,122
S00774,The Hollow Children: Legacy,"After a skeptical paranormal blogger is drawn into a house that remembers its dead, they must confront what it truly costs. What follows changes everything.",Horror,Sofia Okafor,18.7,0.6638062118991822,174
S00775,Letters from 1947 II,"In a world where a rebel poet is drawn into a merchant caravan crossing empires, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Arjun Rao,44.4,0.802158379846961,364
S00776,Blackout Protocol,"When an investigative journalist is drawn into an informant burned by their own agency, they must confront what it truly costs. And time is running out.",Thriller,Lin Fernandes,11.2,0.48059710050039717,313
S00777,The Treasure of Hampi Reborn,"Against a washed-up mountaineer is drawn into a race across a dying glacier, they must confront what it truly costs. Nothing will ever be the same again.",Adventure,Priya Petrov,21.1,0.40033731595145866,564
S00778,The Visiting Hour II,"When an aging patriarch is drawn into two brothers and one farm, they must confront what it truly costs. Some doors, once opened, never close.",Drama,Elena Reddy,18.9,0.10701394135019994,17
S00779,Songs of the Naga: Legacy,"Haunted by an exiled prince is drawn into a forgotten vow binding the gods, they must confront what it truly costs. What follows changes everything.",Mythology,Elena Singh,27.1,0.7055848207200267,620
S00780,The Forgotten Realm: Origins,"Driven by a fallen knight is drawn into an ancient prophecy, they must confront what it truly costs. Some doors, once opened, never close.",Fantasy,Meera Joshi,10.8,0.6701927899555946,414
S00781,Second Chance Summer,"After a struggling musician is drawn into a secret admirer's confession, they must confront what it truly costs. And time is running out.",Romance,Naina Chatterjee,42.4,0.4780863704279343,542
S00782,The Silent Witness: Origins,"Driven by a retired detective is drawn into a witness who lies, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Lin Iyer,24.8,0.43930820233715845,403
S00783,Quantum Drift,"Haunted by a deep-space salvager is drawn into first contact gone wrong, they must confront what it truly costs. Some doors, once opened, never close.",Science Fiction,Vikram Tanaka,22.0,0.3027253208569156,31
S00784,Feed the Well: Legacy,"After a grieving father is drawn into something living under the floor, they must confront what it truly costs. But every secret has its price.",Horror,Lin Mehta,13.0,0.3459232941762867,259
S00785,The Astronomer of Ujjain: Origins,"When a merchant's daughter is drawn into a court intrigue over succession, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Aarav Gupta,38.6,0.38569697949960413,164
S00786,The Extraction,"Driven by an investigative journalist is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Thriller,Kabir Reddy,38.2,0.5232657141575158,558
S00787,The Treasure of Hampi Reborn,"After a wildlife photographer is drawn into a shipwreck holding an old secret, they must confront what it truly costs. Nothing will ever be the same again.",Adventure,Aditya Khan,23.4,0.7477078730995781,64
S00788,What We Leave Behind,"In a world where a retired schoolmistress is drawn into a family secret surfacing at a funeral, they must confront what it truly costs. But every secret has its price.",Drama,Sara Tanaka,22.7,0.46119070282200986,704
S00789,Rise of the Asura: Origins,"When a storyteller who remembers past lives is drawn into a curse traded between generations, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Mythology,Priya Okafor,34.1,0.2171224421491449,467
S00790,The Shadow Mage,"Against an exiled princess is drawn into a cursed bloodline, they must confront what it truly costs. But every secret has its price.",Fantasy,Naina Fernandes,29.7,0.7835112708362383,679
S00791,Letters to Meera: Legacy,"When a small-town teacher is drawn into a secret admirer's confession, they must confront what it truly costs. But every secret has its price.",Romance,Rohan Okafor,24.7,0.5509028314192124,4
S00792,The Cartographer's Code II,"Haunted by an amateur sleuth is drawn into a coded diary left behind, they must confront what it truly costs. Nothing will ever be the same again.",Mystery,Meera Alvarez,6.2,0.4242506626020735,237
S00793,The Mars Protocol II,"Against a deep-space salvager is drawn into a black-market for memories, they must confront what it truly costs. But every secret has its price.",Science Fiction,Vikram Fernandes,31.9,0.8195933930598698,438
S00794,Whispers in the Walls: Legacy,"When a night-shift nurse is drawn into a curse passed through photographs, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Horror,Aditya Nair,18.1,0.6070281154016208,151
S00795,Letters from 1947: The Reckoning,"After a rebel poet is drawn into a court intrigue over succession, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Historical Fiction,Rohan Kapoor,11.0,0.6179478677383363,331
S00796,Forty-Eight Hours: Legacy,"When a cyber-crime analyst is drawn into a conspiracy reaching the highest office, they must confront what it truly costs. Nothing will ever be the same again.",Thriller,Zoya Iyer,22.5,0.3414769047036863,102
S00797,Peak of No Return,"In a world where a wildlife photographer is drawn into a jungle hiding a lost city, they must confront what it truly costs. What follows changes everything.",Adventure,Priya Das,5.6,0.5545036157038035,270
S00798,The Inheritance,"In a world where a first-generation doctor is drawn into a family secret surfacing at a funeral, they must confront what it truly costs. What follows changes everything.",Drama,Marcus Iyer,8.2,0.8891158488029682,575
S00799,The Churning,"When a cursed warrior is drawn into a sage's prophecy misread, they must confront what it truly costs. And time is running out.",Mythology,Rohan Iyer,36.8,0.5531862228981002,170
S00800,The Shadow Mage II,"Driven by an exiled princess is drawn into a dying magical realm, they must confront what it truly costs. Some doors, once opened, never close.",Fantasy,Vikram Okafor,11.5,0.8963687535870899,507
S00801,The Arranged Truth,"When a widowed architect is drawn into a long-distance promise, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Romance,Kabir Khan,14.7,0.34392684322504513,220
S00802,The Glass Alibi: Origins,"In a world where a retired detective is drawn into a coded diary left behind, they must confront what it truly costs. But every secret has its price.",Mystery,Sara Khan,37.7,0.8471714852199566,472
S00803,The Mars Protocol,"Driven by a rogue android is drawn into an AI questioning its purpose, they must confront what it truly costs. And time is running out.",Science Fiction,Rahul Tanaka,28.7,0.5028850554413289,630
S00804,The Smiling Man,"Against a grieving father is drawn into a town that vanishes at night, they must confront what it truly costs. What follows changes everything.",Horror,Ananya Tanaka,10.3,0.5672257927172669,601
S00805,A Court of Ashes: The Reckoning,"After a court astronomer is drawn into a forbidden craft in a royal court, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Historical Fiction,Marcus Khan,24.1,0.46308966845811345,660
S00806,The Hostage Negotiator Reborn,"Against an investigative journalist is drawn into a double agent's final job, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Thriller,Priya Bose,35.0,0.843774083791012,668
S00807,Sailing the Forgotten Sea: Origins,"Driven by a washed-up mountaineer is drawn into a jungle hiding a lost city, they must confront what it truly costs. Some doors, once opened, never close.",Adventure,Sofia Reddy,44.4,0.590416656244966,218
S00808,A House Divided,"After a single mother is drawn into two brothers and one farm, they must confront what it truly costs. Some doors, once opened, never close.",Drama,Naina Tanaka,16.6,0.2599084341826943,532
S00809,Ashwatthama's Burden: Origins,"Against a temple sculptor is drawn into a retelling from the vanquished side, they must confront what it truly costs. And time is running out.",Mythology,Aditya Rao,27.9,0.4278307535562548,549
S00810,The Forgotten Realm,"Against an exiled princess is drawn into a forbidden spell, they must confront what it truly costs. Nothing will ever be the same again.",Fantasy,Zoya Tanaka,29.1,0.4801285687633275,381
S00811,Coffee at Midnight,"Haunted by a small-town teacher is drawn into a love that defies family expectations, they must confront what it truly costs. Nothing will ever be the same again.",Romance,Sofia Tanaka,11.5,0.6412145884195902,212
S00812,The Locked Room,"Against a librarian who notices everything is drawn into a murder staged as suicide, they must confront what it truly costs. And time is running out.",Mystery,Kabir Okafor,18.1,0.6191675150284827,389
S00813,The Mars Protocol,"In a world where the last human translator is drawn into first contact gone wrong, they must confront what it truly costs. Some doors, once opened, never close.",Science Fiction,Ananya Joshi,30.0,0.38908349666100994,63
S00814,Don't Open the Cellar,"Haunted by a skeptical paranormal blogger is drawn into a house that remembers its dead, they must confront what it truly costs. Nothing will ever be the same again.",Horror,Lin Okafor,41.8,0.38612423595833933,106
S00815,A Court of Ashes,"Driven by a young cartographer is drawn into a rebellion brewing in silence, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Meera Nair,18.7,0.6683553939297654,116
S00816,Blackout Protocol: The Reckoning,"After a bomb-disposal expert is drawn into a journalist with one night to publish, they must confront what it truly costs. Some doors, once opened, never close.",Thriller,Meera Kapoor,17.9,0.45910789591248685,442
S00817,The Desert Crossing Reborn,"After a river guide is drawn into a jungle hiding a lost city, they must confront what it truly costs. And time is running out.",Adventure,Vani Alvarez,34.7,0.6705711809850736,521
S00818,Unspoken: Legacy,"In a world where a first-generation doctor is drawn into two brothers and one farm, they must confront what it truly costs. Some doors, once opened, never close.",Drama,Sara Alvarez,30.7,0.5438853763971806,213
S00819,Rise of the Asura,"In a world where a temple sculptor is drawn into a retelling from the vanquished side, they must confront what it truly costs. What follows changes everything.",Mythology,Dev Kapoor,30.4,0.44113543199698624,589
S00820,The Silver Citadel: Legacy,"In a world where an orphaned thief with strange powers is drawn into an ancient prophecy, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Fantasy,Priya Singh,21.5,0.7419500014677397,32
S00821,Paper Roses: Origins,"When an ambitious chef is drawn into a love that defies family expectations, they must confront what it truly costs. And time is running out.",Romance,Sofia Menon,28.5,0.6584779723932288,22
S00822,A Study in Shadows,"Driven by a sharp-eyed journalist is drawn into an inheritance with deadly strings, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Rohan Das,38.0,0.7413346152113315,581
S00823,The Synthetic Heart: Legacy,"After a quantum engineer is drawn into terraforming that awakens something, they must confront what it truly costs. But every secret has its price.",Science Fiction,Meera Iyer,7.5,0.7626078777265448,561
S00824,The Hollow Children: Legacy,"After a skeptical paranormal blogger is drawn into a town that vanishes at night, they must confront what it truly costs. What follows changes everything.",Horror,Priya Bose,44.1,0.23939355670796478,86
S00825,The Mughal Cartographer,"After a merchant's daughter is drawn into a rebellion brewing in silence, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Ananya Bose,5.7,0.48099178884954447,495
S00826,The Informant II,"Driven by a bomb-disposal expert is drawn into a hostage swap going sideways, they must confront what it truly costs. Nothing will ever be the same again.",Thriller,Ishita Tanaka,33.9,0.3253457431081191,115
S00827,Summit Fever: Origins,"Driven by a treasure-hunting historian is drawn into a jungle hiding a lost city, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Adventure,Kabir Khan,17.6,0.4621941756081018,558
S00828,Unspoken II,"In a world where a retired schoolmistress is drawn into a homecoming that reopens old wounds, they must confront what it truly costs. Nothing will ever be the same again.",Drama,Ishita Singh,10.1,0.98,707
S00829,Ashwatthama's Burden Reborn,"Driven by a temple sculptor is drawn into a sage's prophecy misread, they must confront what it truly costs. Nothing will ever be the same again.",Mythology,Aarav Rao,30.5,0.462050037579991,671
S00830,The Shadow Mage: Legacy,"When an orphaned thief with strange powers is drawn into a cursed bloodline, they must confront what it truly costs. What follows changes everything.",Fantasy,Aarav Bose,22.2,0.6242314985380674,228
S00831,The Arranged Truth,"When a shy librarian is drawn into an arranged match that becomes real, they must confront what it truly costs. What follows changes everything.",Romance,Elena Joshi,42.7,0.56809056093288,147
S00832,The Silent Witness Reborn,"When a sharp-eyed journalist is drawn into a decades-old cold case, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Aarav Fernandes,43.4,0.6456116250998161,175
S00833,The Terraform Wars: The Reckoning,"Haunted by a rogue android is drawn into an AI questioning its purpose, they must confront what it truly costs. What follows changes everything.",Science Fiction,Priya Iyer,27.6,0.964066092839682,5
S00834,The Smiling Man: Legacy,"Haunted by a rural schoolteacher is drawn into a ritual that must not be finished, they must confront what it truly costs. What follows changes everything.",Horror,Rohan Mehta,30.5,0.654673650441239,97
S00835,The Salt March Diaries: The Reckoning,"When a young cartographer is drawn into a rebellion brewing in silence, they must confront what it truly costs. Nothing will ever be the same again.",Historical Fiction,Ishita Chatterjee,6.3,0.8036563866904912,533
S00836,Zero Hour Mumbai,"Against an investigative journalist is drawn into a journalist with one night to publish, they must confront what it truly costs. What follows changes everything.",Thriller,Aditya Iyer,29.9,0.47971489659817723,435
